biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag	vocab_pattern	biomarker_controlled_vocab	component_group	flags
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32589600	Many biomarkers have been associated with poor outcomes and represent a candidate for risk stratification models for predicting severe COVID-19 in order to guide clinical care. Among all, lymphopenia, thrombocytopenia, leucocytosis, CRP, PCT, LDH, AST, ALT, D-dimer, cTn represent the most predictive parameters of severe COVID-19	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	26474-7	PubMed:32388230	Patient 1: Lymphocyte count increased from 30 × 10^9/l to a peak of 177 × 10^9/l.Patient 2: Lymphocyte count increased from 22 × 10^9/l to 32 × 10^9/l.Patient 3: Lymphocyte count increased from 235 × 10^9/l to 253 × 10^9/l and peaked at 346 × 10^9/l.Patient 4: Lymphocyte count increased from 2.8 × 10^9/l to 8 × 10^9/l.	best_biomarker_role;condition	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32369209	Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32277967	Patients with higher initial SAA are more likely to have poor CT imaging. Our study indicated that SAA/L. CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones.;|SAA and Lymphocytes are sensitive indicators in evaluating the severity and prognosis of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32475810	Lymphocytes and platelet count showed significantly lower levels in severe patients compared to non-severe patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32048163	the combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32438331	Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Clinical biomarkers predicting the higher risk: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, decreased Lymphocytes count.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32471703	We propose that a few parameters, such Lymphocytes count, L/N ratio, SaO2 and CRP serum level can be used to assess the severity of COVID-19 in emergency room.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32352397	In this study, the most important finding was that the neutrophil count, lymphocyte count and platelet count were independent risk factors for predicting the development of severe illness in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32377400	Lymphopenia is an effective and reliable indicator of the severity and hospitalization in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32286245	In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32161940	Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased lower levels of regulatory T cells.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32220650	Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32077115	Detailed clinical investigation of 140 hospitalized COVID-19 cases suggests eosinopenia together with lymphopenia may be a potential indicator for diagnosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32376308	Lymphopenia is a prominent part of severe COVID-19 and a lymphocyte count of less than 1.5 x 10^9/L may be useful in predicting the severity clinical outcomes.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32589600	Many biomarkers have been associated with poor outcomes and represent a candidate for risk stratification models for predicting severe COVID-19 in order to guide clinical care. Among all, lymphopenia, thrombocytopenia, leucocytosis, CRP, PCT, LDH, AST, ALT, D-dimer, cTn represent the most predictive parameters of severe COVID-19	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32388230	Patient 1: Lymphocyte count increased from 30 × 10^9/l to a peak of 177 × 10^9/l.Patient 2: Lymphocyte count increased from 22 × 10^9/l to 32 × 10^9/l.Patient 3: Lymphocyte count increased from 235 × 10^9/l to 253 × 10^9/l and peaked at 346 × 10^9/l.Patient 4: Lymphocyte count increased from 2.8 × 10^9/l to 8 × 10^9/l.	best_biomarker_role;condition	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32369209	Our results showed that the laboratory tests of cancer patients had the following characteristics: low lymphocytes, increased IL-6, CRP, PCT, D dimer, and LDH. The increase of these inflammatory indexes indicates that the infected patients were in inflammatory state, which may be closely related to the inflammatory storm.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32277967	Patients with higher initial SAA are more likely to have poor CT imaging. Our study indicated that SAA/L. CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones.;|SAA and Lymphocytes are sensitive indicators in evaluating the severity and prognosis of COVID-19.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32475810	Lymphocytes and platelet count showed significantly lower levels in severe patients compared to non-severe patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32048163	the combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32438331	Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Clinical biomarkers predicting the higher risk: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, decreased Lymphocytes count.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32471703	We propose that a few parameters, such Lymphocytes count, L/N ratio, SaO2 and CRP serum level can be used to assess the severity of COVID-19 in emergency room.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32352397	In this study, the most important finding was that the neutrophil count, lymphocyte count and platelet count were independent risk factors for predicting the development of severe illness in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
BB1518-1	decreased LYMP count	lymphocyte	CO:CL_0000542	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2157-6	PubMed:32377400	Lymphopenia is an effective and reliable indicator of the severity and hospitalization in COVID-19 patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell lymphocyte/CO:CL_0000542	202134	
